drugName,url,description
Exemestane,https://www.drugs.com/mtm/exemestane.html,"exemestane lowers estrogen levels in postmenopausal women, which may slow the growth of certain types of breast tumors that need estrogen to grow in the body. exemestane is used to treat breast cancer in postmenopausal women. it is often given to women whose cancer has progressed even after surgery, radiation, or other cancer medications have been tried without success. exemestane may also be used for purposes not listed in this medication guide."
Exforge,https://www.drugs.com/exforge.html,"exforge contains a combination of amlodipine and valsartan. amlodipine is a calcium channel blocker. it works by relaxing the muscles of your heart and blood vessels. valsartan is an angiotensin ii receptor antagonist. valsartan keeps blood vessels from narrowing, which lowers blood pressure and improves blood flow. exforge is used to treat high blood pressure (hypertension). lowering blood pressure may lower your risk of a stroke or heart attack. exforge is usually given after other blood pressure medicines have been tried without success."
Eylea,https://www.drugs.com/eylea.html,"eylea (aflibercept) is made from a human antibody fragment. it works by keeping new blood vessels from forming under the retina (a sensory membrane that lines the inside of the eye). in people with a certain type of eye disease, new blood vessels grow under the retina where they leak blood and fluid. this is known as the ""wet form"" of macular degeneration. eylea is used to treat wet age-related macular degeneration. it is also used to treat swelling in the retina caused by a blockage in the blood vessels. eylea is also used to treat diabetic retinopathy, an eye disorder in diabetics that can lead to a buildup of fluid in the retina and cause blindness."
Ezetimibe,https://www.drugs.com/ezetimibe.html,ezetimibe reduces the amount of cholesterol absorbed by the body. ezetimibe is used to treat high cholesterol. ezetimibe is sometimes given with other cholesterol-lowering medications.
Famotidine,https://www.drugs.com/famotidine.html,"famotidine is a histamine-2 blocker that works by decreasing the amount of acid the stomach produces. famotidine is used to treat and prevent ulcers in the stomach and intestines. it also treats conditions in which the stomach produces too much acid, such as zollinger-ellison syndrome. famotidine also treats gastroesophageal reflux disease (gerd) and other conditions in which acid backs up from the stomach into the esophagus, causing heartburn."
Farxiga,https://www.drugs.com/farxiga.html,farxiga (dapagliflozin) is an oral diabetes medicine that helps control blood sugar levels. dapagliflozin works by helping the kidneys get rid of glucose from your bloodstream. farxiga is used together with diet and exercise to improve blood sugar control in adults with type 2 diabetes mellitus. farxiga is used to lower the risk of needing to be in the hospital for heart failure in adults with type 2 diabetes who also have heart disease. farxiga is also used to lower the risk of needing to be in the hospital for heart failure in adults who have heart failure when the heart is weak and cannot pump enough blood to the rest of the body. farxiga is not for treating type 1 diabetes.
Faslodex,https://www.drugs.com/faslodex.html,"faslodex (fulvestrant) is an anti-estrogen medication. it works by blocking the actions of estrogen in the body. certain types of breast cancer use estrogen to grow and multiply in the body. faslodex is used in postmenopausal women with hormone-related breast cancer that is advanced or has spread to other parts of the body (metastatic). faslodex is used alone or in combination with another medicine called ribociclib (kisqali) to treat hr-positive, her2-negative breast cancer in: women with no prior treatment; or women whose cancer has progressed after treatment with anti-estrogen medication. faslodex is used in combination with palbociclib (ibrance) or abemaciclib (verzenio) when the cancer has progressed after treatment with anti-estrogen medication."
Felodipine,https://www.drugs.com/mtm/felodipine.html,felodipine is a calcium channel blocker that is used to treat hypertension (high blood pressure) in adults. lowering blood pressure can help lower your risk of a stroke or heart attack. felodipine may also be used for purposes not listed in this medication guide.
Fenofibrate,https://www.drugs.com/fenofibrate.html,"fenofibrate belongs to a group of drugs known as ""fibrates."" it helps reduce cholesterol and triglycerides (fatty acids) in the blood. high levels of these types of fat in the blood are associated with an increased risk of atherosclerosis (clogged arteries). fenofibrate is used along with a proper diet to help to treat high cholesterol and high triglyceride levels. in addition to eating a proper diet (such as a low-cholesterol/low-fat diet), other lifestyle changes that may help fenofibrate work better include exercising, losing weight if overweight, and stopping smoking."
Fentanyl,https://www.drugs.com/fentanyl.html,"fentanyl is an opioid pain medication, sometimes called a narcotic. fentanyl patches are a strong prescription pain medicine. the patches are used to treat moderate to severe chronic pain around the clock. fentanyl patches are used when other pain treatments such as non-opioid pain medicines or immediate-release opioid medicines do not treat your pain well enough or you cannot tolerate them. fentanyl patches are not for treating mild or occasional pain or pain from surgery. the patches are not for use to treat pain that is not around-the-clock."
FeroSul,https://www.drugs.com/mtm/ferosul.html,"ferosul is a type of iron. you normally get iron from the foods you eat. in your body, iron becomes a part of your hemoglobin (heem o glo bin) and myoglobin (my o glo bin). hemoglobin carries oxygen through your blood to tissues and organs. myoglobin helps your muscle cells store oxygen. ferosul is used to treat iron deficiency anemia (a lack of red blood cells caused by having too little iron in the body). ferosul may also be used for purposes not listed in this medication guide."
Ferrous fumarate,https://www.drugs.com/mtm/ferrous-fumarate.html,"ferrous fumarate is a type of iron. you normally get iron from the foods you eat. in your body, iron becomes a part of your hemoglobin (heem o glo bin) and myoglobin (my o glo bin). hemoglobin carries oxygen through your blood to tissues and organs. myoglobin helps your muscle cells store oxygen. ferrous fumarate is used to treat iron deficiency anemia (a lack of red blood cells caused by having too little iron in the body). ferrous fumarate may also be used for purposes not listed in this medication guide."
